"","Term","Frequency","DocFreq"
"103637","lisdexamfetamine",1,1
"103638","lise",3,2
"103639","lisehora",3,3
"103640","lisenbee",7,1
"103641","liseth",2,1
"103642","lisette",1,1
"103643","lisfranc",5,1
"103644","lish",3,1
"103645","lishman",22,1
"103646","lishman2",1,1
"103647","lisi",1,1
"103648","lisia",1,1
"103649","lisinipril",1,1
"103650","lisinopril",9,3
"103651","lisitza",1,1
"103652","liska",3,2
"103653","liskow",2,2
"103654","lisle",21,14
"103655","lisner",1,1
"103656","lisp",2,1
"103657","liss",12,8
"103658","lissa",15,4
"103659","lissau",5,4
"103660","lissette",4,2
"103661","lissner",1,1
"103662","lisson",1,1
"103663","list",2913,1273
"103664","liste",1,1
"103665","listecki",1,1
"103666","listed",2249,1182
"103667","listen",168,115
"103668","listenbee",1,1
"103669","listene",1,1
"103670","listened",80,38
"103671","listener",23,16
"103672","listeners",15,3
"103673","listening",156,101
"103674","listens",5,5
"103675","lister",5,3
"103676","lister2",1,1
"103677","listfranc",2,1
"103678","listi",8,1
"103679","listing",654,461
"103680","listings",52,29
"103681","listlessness",1,1
"103682","liston",17,12
"103683","lists",724,523
"103684","listserv",4,3
"103685","listserve",1,1
"103686","listug",49,47
"103687","liszka",1,1
"103688","lit",134,38
"103689","litaker",3,1
"103690","litany",70,65
"103691","litasco",1,1
"103692","litchfield",9,8
"103693","lite",7,4
"103694","liteky",2,2
"103695","litem",77,26
"103696","liter",9,5
"103697","literacy",34,17
"103698","literal",50,44
"103699","literalism",1,1
"103700","literally",140,119
"103701","literary",11,10
"103702","literate",9,9
"103703","literature",77,49
"103704","liters",28,6
"103705","lithia",1,1
"103706","lithium",59,6
"103707","lithographers",2,2
"103708","lithonia",15,15
"103709","liti",1,1
"103710","litig",274,229
"103711","litigable",1,1
"103712","litigant",568,353
"103713","litigants",577,395
"103714","litigate",294,182
"103715","litigated",220,130
"103716","litigates",8,8
"103717","litigating",145,114
"103718","litigation",3329,1505
"103719","litigation1",1,1
"103720","litigation7",1,1
"103721","litigations",9,8
"103722","litigative",1,1
"103723","litigator",10,9
"103724","litigators",1,1
"103725","litigious",12,7
"103726","litigiousness",13,2
"103727","litkovitz",34,9
"103728","litller",1,1
"103729","litman",2,2
"103730","litmon",2,2
"103731","litmus",1,1
"103732","litoff",2,1
"103733","litovich",1,1
"103734","litow",1,1
"103735","litowitz",1,1
"103736","litscher",12,6
"103737","litt",9,4
"103738","littell",11,4
"103739","litter",13,8
"103740","littered",7,7
"103741","litters",1,1
"103742","little",3053,1550
"103743","littlefield",76,18
"103744","littlejohn",170,83
"103745","littler",389,246
"103746","littles",2,1
"103747","littleton",63,48
"103748","littman",1,1
"103749","litton",17,16
"103750","liturgies",2,1
"103751","litvak",6,1
"103752","litvin",1,1
"103753","litvinchuk",10,1
"103754","litwin",1,1
"103755","lity",1,1
"103756","litz",2,1
"103757","litzinger",2,1
"103758","litzsinger",2,1
"103759","liu",193,95
"103760","liubov",5,1
"103761","liv",2,2
"103762","liva",2,1
"103763","livable",4,2
"103764","livadas",11,4
"103765","livaditis",1,1
"103766","live",976,408
"103767","lived",283,208
"103768","livelihood",38,32
"103769","livelihoods",1,1
"103770","lively",19,8
"103771","livengood",21,1
"103772","livengrin",4,1
"103773","livenson",6,1
"103774","livepatient",1,1
"103775","livepd",11,1
"103776","liver",138,31
"103777","liverman",1,1
"103778","livermore",27,7
"103779","liverpool",3,2
"103780","liverty",1,1
"103781","lives",370,271
"103782","lives11",1,1
"103783","livesay",7,6
"103784","livestock",5,3
"103785","livestream",1,1
"103786","livestreaming",1,1
"103787","livestreams",1,1
"103788","livetiles",31,1
"103789","livetiles000018",1,1
"103790","livetiles000573",1,1
"103791","livetiles000577",2,1
"103792","livia",2,1
"103793","livick",1,1
"103794","livid",7,5
"103795","livigni",1,1
"103796","living",1439,535
"103797","livingcenter",5,2
"103798","livingood",7,3
"103799","livingston",242,67
"103800","livitsanos",19,14
"103801","livonia",33,17
"103802","livsey",2,2
"103803","livshits",1,1
"103804","livshiz",1,1
"103805","liwliwa",3,1
"103806","liz",20,14
"103807","liza",22,9
"103808","lizabeth",3,2
"103809","lizada",2,1
"103810","lizama",11,2
"103811","lizana",6,2
"103812","lizardo",6,6
"103813","lizards",1,1
"103814","lizarraga",6,1
"103815","lizarzu",1,1
"103816","lizette",1,1
"103817","lizotte",11,2
"103818","lizzete",1,1
"103819","lizzette",4,3
"103820","lizzi",3,1
"103821","lizzy",4,1
"103822","lja",8,8
"103823","ljf",1,1
"103824","ljl",25,22
"103825","ljm",3,3
"103826","ljo",37,30
"103827","ljv",11,11
"103828","lk",4,3
"103829","lkg",2,2
"103830","lkk",24,22
"103831","lkp",1,1
"103832","lky",1,1
"103833","ll",860,529
"103834","llaguno",1,1
"103835","llamas",2,1
"103836","llamilecz",2,1
"103837","llampallas",7,6
"103838","llanes",1,1
"103839","llano",31,3
"103840","llanos",2,2
"103841","llc",8847,2929
"103842","llc1",4,4
"103843","llegations",32,30
"103844","lleged",4,3
"103845","llegedly",1,1
"103846","llegiant",3,1
"103847","llergic",1,1
"103848","llergies",1,1
"103849","llewellyn",49,10
"103850","llewelyn",1,1
"103851","llh",16,1
"103852","llk",5,5
"103853","lll",2,2
"103854","lllc",11,8
"103855","lllp",16,15
"103856","llnesses",1,1
"103857","llo",1,1
"103858","llocate",1,1
"103859","llompart",5,1
"103860","llorens",10,1
"103861","llosas",1,1
"103862","llow",2,2
"103863","llowed",1,1
"103864","llowing",26,26
"103865","llows",1,1
"103866","lloyd",331,135
"103867","lloyd2",1,1
"103868","lloyds",6,6
"103869","llp",3493,1938
"103870","llp1bstn",1,1
"103871","llpp",1,1
"103872","llr",4,1
"103873","lls",1,1
"103874","lluminati",1,1
"103875","lm",4,3
"103876","lm021508",1,1
"103877","lm025738",1,1
"103878","lm025976",1,1
"103879","lm027967",1,1
"103880","lm028190",1,1
"103881","lm031256",1,1
"103882","lmb",15,8
"103883","lmc",122,2
"103884","lmf",15,1
"103885","lmm",25,20
"103886","lmma",27,1
"103887","lmo",1,1
"103888","lmost",11,9
"103889","lmpeople",2,1
"103890","lmra",74,15
"103891","lmra155",1,1
"103892","lmrda",3,1
"103893","lmri",2,1
"103894","lms",26,10
"103895","lmsw",19,6
"103896","ln",16,2
"103897","ln_",1,1
"103898","ln_cordero_00040",1,1
"103899","lnc",1,1
"103900","lncap",1,1
"103901","lndr",4,1
"103902","lng",1,1
"103903","lnl",62,2
"103904","lnr",5,1
"103905","lns",2,1
"103906","lnt",1,1
"103907","lnu",16,5
"103908","lnv",1,1
"103909","lo",99,23
"103910","loa",204,44
"103911","loaa",5,1
"103912","load",477,257
"103913","loaded",94,60
"103914","loader",82,35
"103915","loaders",27,15
"103916","loading",273,144
"103917","loadout",15,1
"103918","loads",107,63
"103919","loadstar",2,2
"103920","loaf",3,2
"103921","loafers",2,2
"103922","loafing",17,7
"103923","loan",431,208
"103924","loaned",20,11
"103925","loaner",12,6
"103926","loans",122,70
"103927","loapa",21,3
"103928","loas",7,2
"103929","loath",9,7
"103930","loathe",2,2
"103931","loathsome",7,7
"103932","loaves",3,1
"103933","lob",3,3
"103934","lobascio",167,3
"103935","lobato",8,5
"103936","lobbed",2,2
"103937","lobbied",2,2
"103938","lobby",3438,2771
"103939","lobbying",5,5
"103940","lobbyists",1,1
"103941","lobdell",4,3
"103942","lobe",28,12
"103943","lobectomy",4,2
"103944","lober",25,3
"103945","lobes",4,3
"103946","lobiondo",1,1
"103947","lobos",1,1
"103948","lobosco",1,1
"103949","lobozzo",2,2
"103950","lobs",1,1
"103951","lobster",67,2
"103952","lobsters",1,1
"103953","lobur",3,2
"103954","loc",222,131
"103955","loca",1,1
"103956","local",5237,1907
"103957","local43",1,1
"103958","locale",6,4
"103959","locales",12,12
"103960","localities",17,6
"103961","locality",18,13
"103962","localization",1,1
"103963","localizations",1,1
"103964","localize",4,3
"103965","localized",14,11
"103966","localizing",2,2
"103967","locally",37,28
"103968","locals",3,3
"103969","locascio",5,4
"103970","locastro",55,1
"103971","locat",1,1
"103972","locatable",1,1
"103973","locate",333,244
"103974","located",1740,887
"103975","locater",1,1
"103976","locates",23,8
"103977","locating",91,70
"103978","location",2798,1105
"103979","location4",1,1
"103980","locations",1087,515
"103981","locator",38,16
"103982","locatro",1,1
"103983","loch",8,8
"103984","lochner",3,2
"103985","lochridge",7,3
"103986","loci",3,2
"103987","locicero",2,2
"103988","lock",132,78
"103989","locka",2,2
"103990","lockable",4,2
"103991","lockaby",1,1
"103992","lockamy",2,2
"103993","lockamy27",1,1
"103994","lockard",58,26
"103995","lockbox",11,4
"103996","lockdown",73,25
"103997","lockdowns",34,5
"103998","locke",110,53
"103999","locked",276,129
"104000","lockeed",1,1
"104001","locker",203,61
"104002","lockers",14,6
"104003","locket",1,1
"104004","lockett",60,22
"104005","lockhard",1,1
"104006","lockhart",77,44
"104007","lockheart",16,1
"104008","lockheed",609,275
"104009","lockheed000159",1,1
"104010","lockheed000258",1,1
"104011","lockheed0002940295",1,1
"104012","lockhhed",1,1
"104013","lockie",15,1
"104014","locking",37,29
"104015","lockinger",1,1
"104016","locklear",1,1
"104017","lockner",2,2
"104018","lockout",36,4
"104019","lockouts",2,1
"104020","lockport",2,1
"104021","lockridge",14,10
"104022","locks",52,33
"104023","lockshin",2,2
"104024","locksley",14,7
"104025","locksmith",16,1
"104026","locksmiths",14,1
"104027","lockstep",5,4
"104028","lockstepping",2,1
"104029","lockup",3,3
"104030","lockwood",7,4
"104031","lockyer",15,15
"104032","loco",5,2
"104033","lococo",3,2
"104034","locomotion",2,2
"104035","locomotive",116,30
"104036","locomotives",24,13
"104037","loconte",3,3
"104038","locorr",5,1
"104039","locorriere",2,1
"104040","loctite",6,6
"104041","locurto",6,4
"104042","locus",9,7
"104043","locust",9,4
"104044","lod",99,4
"104045","lodderhose",1,1
"104046","loder",8,3
"104047","loders",1,1
"104048","lodestar",149,26
"104049","lodge",263,121
"104050","lodged",175,140
"104051","lodgement",3,2
"104052","lodgenet",1,1
"104053","lodgers",1,1
"104054","lodges",19,19
"104055","lodging",183,118
"104056","lodgings",3,3
"104057","lodgment",8,5
"104058","lodi",27,5
"104059","lodrizgesa",1,1
"104060","lods",3,1
"104061","loe",2,2
"104062","loeb",18,12
"104063","loebell",1,1
"104064","loebs",1,1
"104065","loeffel",1,1
"104066","loeffelholz",15,1
"104067","loeffelhoz",1,1
"104068","loeffler",116,60
"104069","loehr",9,7
"104070","loera",2,2
"104071","loesby",44,2
"104072","loesch",1,1
"104073","loeschner",7,1
"104074","loesel",1,1
"104075","loeser",3,2
"104076","loether",2,2
"104077","loevy",3,1
"104078","loew",3,2
"104079","loewen",1,1
"104080","loews",55,5
"104081","loffredo",5,5
"104082","lofky",10,1
"104083","loflin",6,4
"104084","lofquist",12,1
"104085","loft",5,3
"104086","lofter",1,1
"104087","loftier",1,1
"104088","loftin",5,3
"104089","loftis",4,4
"104090","lofton",141,6
"104091","lofts",1,1
"104092","loftus",17,8
"104093","lofty",1,1
"104094","log",596,215
"104095","loga",3,3
"104096","logal",2,1
"104097","logan",365,107
"104098","logansport",8,5
"104099","logbook",24,13
"104100","logbooks",7,4
"104101","logbooks4",1,1
"104102","logcap",12,1
"104103","loge",1,1
"104104","loges",2,2
"104105","logged",97,65
"104106","loggerhead",2,2
"104107","logging",67,39
"104108","loggins",38,27
"104109","loghlin",1,1
"104110","logic",203,173
"104111","logical",229,198
"104112","logically",148,139
"104113","logility",12,1
"104114","login",33,12
"104115","logis",3,1
"104116","logistic",14,9
"104117","logistical",42,38
"104118","logistically",11,8
"104119","logisticare",35,5
"104120","logistics",307,172
"104121","logitech",1,1
"104122","logix",4,1
"104123","logjam",2,2
"104124","logo",29,14
"104125","logons",1,1
"104126","logos",6,6
"104127","logout",2,2
"104128","logs",224,67
"104129","logsdon",14,5
"104130","logue",2,2
"104131","loh",42,1
"104132","lohf",1,1
"104133","lohier",2,2
"104134","lohman",1,1
"104135","lohn",2,2
"104136","lohorn",1,1
"104137","lohr",9,4
"104138","lohrey",1,1
"104139","lohrke",1,1
"104140","loi",2,1
"104141","loiacono",2,1
"104142","loin",5,5
"104143","loiodice",1,1
"104144","lois",59,31
"104145","loitering",8,5
"104146","loiters",1,1
"104147","loius",1,1
"104148","loizzi",7,1
"104149","lojack",3,3
"104150","lojek",1,1
"104151","lok",84,10
"104152","lokan",1,1
"104153","lokelani",2,2
"104154","loken",9,5
"104155","lokey",1,1
"104156","lokhova",3,3
"104157","loko",1,1
"104158","loksen",1,1
"104159","lol",19,9
"104160","lola",10,2
"104161","lolanda",1,1
"104162","lolatchy",1,1
"104163","lolita",8,3
"104164","lollar",20,6
"104165","lolli",2,2
"104166","lollis",1,1
"104167","lollman",15,1
"104168","loma",42,12
"104169","lomako",15,3
"104170","lomar",1,1
"104171","lomas",3,3
"104172","lomastro",23,1
"104173","lomax",14,9
"104174","lomb",6,6
"104175","lombard",27,14
"104176","lombardi",28,18
"104177","lombardino",1,1
"104178","lombardo",41,14
"104179","lombas",9,1
"104180","lomeli",4,4
"104181","lomelo",1,1
"104182","lomenzo",1,1
"104183","lomibao",2,2
"104184","lomita",24,16
"104185","lommen",1,1
"104186","lomnicki",3,2
"104187","lomonoco",1,1
"104188","lomotey",7,3
"104189","lon",2,2
"104190","lonberg",60,16
"104191","london",129,80
"104192","londrigan",1,1
"104193","lone",106,91
"104194","loneliness",4,3
"104195","lonely",5,4
"104196","loner",7,2
"104197","lonergan",10,7
"104198","lones",3,2
"104199","long",7860,2951
"104200","longaberger",4,3
"104201","longariello",2,2
"104202","longed",1,1
"104203","longenderfer",1,1
"104204","longendorfer",7,1
"104205","longenhagen",3,1
"104206","longer",4223,2081
"104207","longeretta",4,2
"104208","longest",23,23
"104209","longevin",6,1
"104210","longevity",30,19
"104211","longfellow",1,1
"104212","longham",2,1
"104213","longhand",1,1
"104214","longhini",1,1
"104215","longino",5,1
"104216","longish",2,1
"104217","longistics",2,2
"104218","longitude",1,1
"104219","longitudinal",4,3
"104220","longlasting",1,1
"104221","longley",1,1
"104222","longlois",1,1
"104223","longman",5,1
"104224","longmire",13,1
"104225","longmont",6,6
"104226","longo",31,22
"104227","longoria",1,1
"104228","longs",57,9
"104229","longshore",24,10
"104230","longshoreman",23,10
"104231","longshoremen",30,13
"104232","longshot",3,3
"104233","longstanding",130,104
"104234","longstreet",1,1
"104235","longterm",10,10
"104236","longtime",22,20
"104237","longua",84,1
"104238","longview",52,22
"104239","longwall",1,1
"104240","longwood",8,6
"104241","longworth",2,2
"104242","longyear",3,3
"104243","lonia",4,4
"104244","lonicki",1,1
"104245","lonie",3,1
"104246","lonis",7,1
"104247","lonnie",28,14
"104248","lonny",4,1
"104249","lonta",8,7
"104250","lonzell",3,1
"104251","loo",38,2
"104252","looby",1,1
"104253","lood",3,2
"104254","loodb",1,1
"104255","loofbourrow",1,1
"104256","look",2167,1404
"104257","lookback",6,5
"104258","lookbacks",1,1
"104259","looked",646,488
"104260","looking",1041,729
"104261","lookout",6,5
"104262","looks",425,348
"104263","loom",8,3
"104264","loomba",1,1
"104265","loomed",3,3
"104266","looming",12,12
"104267","loomis",36,29
"104268","looms",4,3
"104269","loon",2,1
"104270","looney",21,9
"104271","loony",1,1
"104272","loooonnngggg",1,1
"104273","loop",48,33
"104274","looper",139,5
"104275","loopers",9,1
"104276","loophole",5,5
"104277","loopholes",1,1
"104278","looping",3,2
"104279","loops",2,2
"104280","loopy",2,2
"104281","loor",2,2
"104282","loos",2,2
"104283","loose",133,87
"104284","loosely",22,19
"104285","loosen",11,9
"104286","loosened",9,8
"104287","loosening",5,3
"104288","loosens",2,2
"104289","looser",4,4
"104290","loosest",1,1
"104291","loosing",1,1
"104292","looting",1,1
"104293","lop",71,1
"104294","lopalo",1,1
"104295","loperamide",4,1
"104296","loperamide4",1,1
"104297","lopes",29,8
"104298","lopez",1316,226
"104299","lópez",61,9
"104300","lopez000370",2,1
"104301","lopez000371",1,1
"104302","lopez3",1,1
"104303","lopfi",4,1
"104304","lopinto",6,3
"104305","lopressor",1,1
"104306","lopresto",1,1
"104307","lops",13,1
"104308","lopsided",1,1
"104309","loquitur",11,4
"104310","lor",25,1
"104311","lora",8,4
"104312","lorady",1,1
"104313","lorah",1,1
"104314","lorain",22,5
"104315","loraine",3,3
"104316","loral",21,21
"104317","loram",2,2
"104318","loranger",18,8
"104319","lorant",99,2
"104320","loranth",1,1
"104321","lorazapam",1,1
"104322","lorazepam",14,8
"104323","lorber",5,2
"104324","lorcet",8,3
"104325","lorch",2,1
"104326","lord",125,45
"104327","lord20",1,1
"104328","lordanov",1,1
"104329","lordi",23,1
"104330","lordon",4,1
"104331","lordonnois",1,1
"104332","lordosis",2,2
"104333","lords",2,2
"104334","lore",30,20
"104335","lorealparis",1,1
"104336","loree",2,2
"104337","loreen",2,1
"104338","lorelei",2,2
"104339","loreley",2,2
"104340","loren",39,17
"104341","lorena",15,6
"104342","lorene",5,3
"104343","lorenger",4,2
"104344","lorentzen",1,1
"104345","lorenz",18,11
"104346","lorenzen",66,3
"104347","lorenzetti",1,1
"104348","lorenzini",14,1
"104349","lorenzo",4,3
"104350","loresia",3,2
"104351","loretex",1,1
"104352","loreto",2,2
"104353","loretta",43,18
"104354","loretto",3,3
"104355","lorey",1,1
"104356","lori",157,86
"104357","loria",2,2
"104358","lorian",1,1
"104359","lorie",7,4
"104360","lorilea",1,1
"104361","lorillard",8,7
"104362","lorin",4,4
"104363","loring",6,5
"104364","lorio",11,5
"104365","loris",1,1
"104366","lorius",8,2
"104367","lormand",11,7
"104368","lorna",38,13
"104369","lorne",3,2
"104370","lorrain",4,1
"104371","lorraine",28,20
"104372","lorri",3,1
"104373","lorrie",5,5
"104374","lorry",2,2
"104375","lors",57,35
"104376","lortab",7,6
"104377","lorterdan",1,1
"104378","lorubbio",1,1
"104379","lorusso",1,1
"104380","lory",1,1
"104381","loryn",1,1
"104382","los",1479,582
"104383","losacco",1,1
"104384","losap",2,1
"104385","losartan",2,2
"104386","losavio",2,2
"104387","losch",3,3
"104388","loscher",8,1
"104389","lose",563,423
"104390","losee",8,7
"104391","loser",17,13
"104392","losers",12,10
"104393","loses",77,66
"104394","losev",1,1
"104395","losey",5,3
"104396","loshun",1,1
"104397","losing",365,276
"104398","losinger",1,1
"104399","losito",1,1
"104400","loskutoff",1,1
"104401","lospennato",3,2
"104402","loss",2701,1183
"104403","losses",234,160
"104404","lossia",3,3
"104405","lossie",26,1
"104406","lossier",1,1
"104407","lost",1601,844
"104408","lostbenefits",1,1
"104409","lot",1469,650
"104410","lote",8,2
"104411","lotes",2,2
"104412","lothar",1,1
